,state,handgun,long_gun,multiple,year,month
573,Massachusetts,7117.0,4783.0,197,2016,11
574,Michigan,15803.0,18241.0,333,2016,11
575,Minnesota,12338.0,15597.0,444,2016,11
576,Mississippi,9382.0,13481.0,528,2016,11
577,Missouri,23719.0,26338.0,1297,2016,11
578,Montana,3093.0,5546.0,231,2016,11
579,Nebraska,216.0,3688.0,12,2016,11
580,Nevada,6338.0,4291.0,436,2016,11
581,New Hampshire,6283.0,4822.0,4,2016,11
582,New Jersey,5398.0,5720.0,0,2016,11
583,New Mexico,6153.0,6034.0,356,2016,11
584,New York,11157.0,25229.0,248,2016,11
585,North Carolina,1709.0,23215.0,262,2016,11
586,North Dakota,1827.0,3546.0,98,2016,11
587,Ohio,37304.0,32312.0,1694,2016,11
588,Oklahoma,16348.0,17019.0,1088,2016,11
589,Oregon,17013.0,15711.0,0,2016,11
590,Pennsylvania,66188.0,20487.0,0,2016,11
591,Puerto Rico,1323.0,204.0,34,2016,11
592,Rhode Island,1271.0,1065.0,201,2016,11
593,South Carolina,12839.0,11547.0,558,2016,11
594,South Dakota,3456.0,5677.0,209,2016,11
595,Tennessee,29502.0,25976.0,0,2016,11
596,Texas,58778.0,56057.0,3760,2016,11
597,Utah,5232.0,7021.0,0,2016,11
598,Vermont,1342.0,1975.0,73,2016,11
599,Virgin Islands,17.0,5.0,0,2016,11
600,Virginia,29544.0,26823.0,0,2016,11
601,Washington,19534.0,16266.0,808,2016,11
602,West Virginia,7824.0,11134.0,465,2016,11
603,Wisconsin,17580.0,19631.0,34,2016,11
604,Wyoming,2097.0,2691.0,125,2016,11
605,Alabama,7757.0,8865.0,429,2016,10
606,Alaska,3906.0,3949.0,274,2016,10
607,Arizona,12405.0,9382.0,681,2016,10
608,Arkansas,5607.0,8235.0,373,2016,10
609,California,45785.0,54333.0,0,2016,10
610,Colorado,20343.0,16962.0,1329,2016,10
611,Connecticut,6374.0,2698.0,0,2016,10
612,Delaware,2070.0,2082.0,107,2016,10
613,District of Columbia,59.0,2.0,0,2016,10
614,Florida,50003.0,27010.0,2302,2016,10
615,Georgia,13799.0,12262.0,664,2016,10
616,Guam,127.0,72.0,4,2016,10
617,Hawaii,0.0,0.0,0,2016,10
618,Idaho,3913.0,5787.0,208,2016,10
619,Illinois,33986.0,14739.0,1090,2016,10
620,Indiana,21058.0,16857.0,829,2016,10
621,Iowa,221.0,3557.0,11,2016,10
622,Kansas,6527.0,6775.0,418,2016,10
623,Kentucky,10111.0,10030.0,519,2016,10
624,Louisiana,11865.0,13673.0,679,2016,10
625,Maine,4320.0,6926.0,435,2016,10
626,Mariana Islands,0.0,1.0,0,2016,10
627,Maryland,4280.0,6786.0,32,2016,10
628,Massachusetts,6415.0,3680.0,198,2016,10
629,Michigan,12680.0,13539.0,287,2016,10
630,Minnesota,11394.0,18553.0,511,2016,10
631,Mississippi,7564.0,8323.0,406,2016,10
632,Missouri,21994.0,20919.0,1196,2016,10
633,Montana,3035.0,6689.0,271,2016,10
634,Nebraska,144.0,2817.0,8,2016,10
635,Nevada,5614.0,3471.0,378,2016,10
636,New Hampshire,5968.0,4672.0,4,2016,10
637,New Jersey,5391.0,4567.0,0,2016,10
638,New Mexico,5449.0,4826.0,282,2016,10
639,New York,10820.0,21094.0,219,2016,10
640,North Carolina,1353.0,15980.0,217,2016,10
641,North Dakota,1674.0,4451.0,113,2016,10
642,Ohio,30593.0,21991.0,1521,2016,10
643,Oklahoma,11560.0,11325.0,852,2016,10
644,Oregon,14749.0,13412.0,0,2016,10
645,Pennsylvania,56836.0,16223.0,0,2016,10
646,Puerto Rico,1165.0,194.0,25,2016,10
647,Rhode Island,1162.0,950.0,214,2016,10
648,South Carolina,9270.0,7797.0,396,2016,10
649,South Dakota,3127.0,6859.0,242,2016,10
650,Tennessee,23542.0,18514.0,74,2016,10
651,Texas,46518.0,44519.0,2901,2016,10
652,Utah,3588.0,4603.0,0,2016,10
653,Vermont,1485.0,2099.0,84,2016,10
654,Virgin Islands,16.0,13.0,0,2016,10
655,Virginia,24337.0,20433.0,0,2016,10
656,Washington,18601.0,15455.0,745,2016,10
657,West Virginia,6721.0,7737.0,405,2016,10
658,Wisconsin,15514.0,17376.0,52,2016,10
659,Wyoming,1709.0,2307.0,116,2016,10
660,Alabama,7125.0,8449.0,372,2016,9
661,Alaska,2654.0,3126.0,181,2016,9
662,Arizona,11769.0,8951.0,639,2016,9
663,Arkansas,4802.0,6284.0,324,2016,9
664,California,39213.0,43015.0,0,2016,9
665,Colorado,17390.0,14521.0,1136,2016,9
666,Connecticut,5424.0,2472.0,0,2016,9
667,Delaware,1759.0,1894.0,84,2016,9
668,District of Columbia,46.0,4.0,2,2016,9
669,Florida,45848.0,22439.0,1891,2016,9
670,Georgia,12258.0,9766.0,513,2016,9
671,Guam,99.0,63.0,2,2016,9
672,Hawaii,0.0,0.0,0,2016,9
673,Idaho,3124.0,5230.0,211,2016,9
674,Illinois,20298.0,11876.0,773,2016,9
675,Indiana,17402.0,13402.0,636,2016,9
676,Iowa,154.0,2694.0,8,2016,9
677,Kansas,4903.0,5614.0,288,2016,9
678,Kentucky,8917.0,8172.0,590,2016,9
679,Louisiana,12875.0,13747.0,790,2016,9
680,Maine,3841.0,5203.0,298,2016,9
681,Mariana Islands,0.0,1.0,0,2016,9
682,Maryland,3626.0,5428.0,20,2016,9
683,Massachusetts,5584.0,3210.0,150,2016,9
684,Michigan,10056.0,11311.0,235,2016,9
685,Minnesota,9548.0,16213.0,413,2016,9
686,Mississippi,6904.0,6592.0,377,2016,9
687,Missouri,17808.0,15528.0,949,2016,9
688,Montana,2702.0,5404.0,227,2016,9
689,Nebraska,104.0,2144.0,4,2016,9
690,Nevada,4281.0,2764.0,272,2016,9
691,New Hampshire,5100.0,3766.0,4,2016,9
692,New Jersey,5249.0,3864.0,0,2016,9
693,New Mexico,4793.0,4277.0,286,2016,9
694,New York,9700.0,17804.0,208,2016,9
695,North Carolina,1068.0,14018.0,245,2016,9
696,North Dakota,1273.0,3381.0,84,2016,9
697,Ohio,24297.0,18038.0,1121,2016,9
698,Oklahoma,9638.0,10003.0,819,2016,9
699,Oregon,13325.0,13046.0,0,2016,9
700,Pennsylvania,46101.0,12697.0,0,2016,9
701,Puerto Rico,1110.0,213.0,24,2016,9
702,Rhode Island,1031.0,767.0,168,2016,9
703,South Carolina,8725.0,7088.0,352,2016,9
704,South Dakota,2530.0,4663.0,179,2016,9
705,Tennessee,20721.0,15120.0,1141,2016,9
706,Texas,37858.0,42308.0,2436,2016,9
707,Utah,2918.0,4440.0,0,2016,9
708,Vermont,1233.0,1701.0,96,2016,9
709,Virgin Islands,25.0,7.0,1,2016,9
710,Virginia,20325.0,16687.0,0,2016,9
711,Washington,15261.0,13621.0,684,2016,9
712,West Virginia,6122.0,6495.0,436,2016,9
713,Wisconsin,13271.0,14796.0,33,2016,9
714,Wyoming,1521.0,2207.0,98,2016,9
715,Alabama,8243.0,7808.0,384,2016,8
716,Alaska,2725.0,3484.0,202,2016,8
717,Arizona,12069.0,8601.0,617,2016,8
718,Arkansas,5666.0,6108.0,333,2016,8
719,California,43344.0,43552.0,0,2016,8
720,Colorado,18116.0,14054.0,1078,2016,8
721,Connecticut,9929.0,3941.0,0,2016,8
722,Delaware,1662.0,1562.0,80,2016,8
723,District of Columbia,56.0,3.0,1,2016,8
724,Florida,49867.0,23359.0,1877,2016,8
725,Georgia,12627.0,9187.0,513,2016,8
726,Guam,95.0,54.0,5,2016,8
727,Hawaii,0.0,0.0,0,2016,8
728,Idaho,3194.0,4214.0,187,2016,8
729,Illinois,60745.0,30602.0,1963,2016,8
730,Indiana,18906.0,13606.0,596,2016,8
731,Iowa,182.0,2345.0,3,2016,8
732,Kansas,4987.0,5437.0,283,2016,8
733,Kentucky,8842.0,7187.0,445,2016,8
734,Louisiana,13082.0,10527.0,845,2016,8
735,Maine,3294.0,3546.0,172,2016,8
736,Mariana Islands,0.0,2.0,0,2016,8
737,Maryland,4249.0,5109.0,23,2016,8
738,Massachusetts,5601.0,2915.0,190,2016,8
739,Michigan,10650.0,9117.0,202,2016,8
740,Minnesota,9391.0,11884.0,381,2016,8
741,Mississippi,11193.0,9085.0,600,2016,8
742,Missouri,18394.0,15365.0,953,2016,8
743,Montana,2882.0,4487.0,224,2016,8
744,Nebraska,126.0,1805.0,2,2016,8
745,Nevada,4676.0,2629.0,274,2016,8
746,New Hampshire,4732.0,3421.0,8,2016,8
747,New Jersey,5541.0,3962.0,0,2016,8
748,New Mexico,5170.0,4224.0,321,2016,8
749,New York,10716.0,14278.0,187,2016,8
750,North Carolina,1208.0,12513.0,180,2016,8
751,North Dakota,1284.0,2601.0,69,2016,8
752,Ohio,26261.0,17526.0,1160,2016,8
753,Oklahoma,10881.0,9762.0,788,2016,8
754,Oregon,12661.0,10173.0,0,2016,8
755,Pennsylvania,46155.0,11700.0,0,2016,8
756,Puerto Rico,1073.0,234.0,24,2016,8
757,Rhode Island,1039.0,770.0,145,2016,8
758,South Carolina,8828.0,6906.0,330,2016,8
759,South Dakota,2387.0,3559.0,133,2016,8
760,Tennessee,22737.0,16198.0,1190,2016,8
761,Texas,42302.0,40269.0,2347,2016,8
762,Utah,2917.0,3503.0,0,2016,8
763,Vermont,1269.0,1296.0,47,2016,8
764,Virgin Islands,29.0,6.0,0,2016,8
765,Virginia,21108.0,15802.0,0,2016,8
766,Washington,15083.0,11376.0,606,2016,8
767,West Virginia,6916.0,5283.0,345,2016,8
768,Wisconsin,14764.0,12079.0,43,2016,8
769,Wyoming,1721.0,2079.0,96,2016,8
770,Alabama,10132.0,7392.0,465,2016,7
771,Alaska,2898.0,2816.0,165,2016,7
772,Arizona,13693.0,8643.0,642,2016,7
773,Arkansas,6323.0,5053.0,367,2016,7
774,California,46361.0,47594.0,0,2016,7
775,Colorado,18765.0,15176.0,1054,2016,7
776,Connecticut,11328.0,4015.0,0,2016,7
777,Delaware,1859.0,1569.0,74,2016,7
778,District of Columbia,57.0,1.0,2,2016,7
779,Florida,57902.0,28000.0,2324,2016,7
780,Georgia,15342.0,8597.0,632,2016,7
781,Guam,94.0,56.0,7,2016,7
782,Hawaii,0.0,0.0,0,2016,7
783,Idaho,3592.0,3576.0,203,2016,7
784,Illinois,21421.0,11881.0,881,2016,7
785,Indiana,19508.0,12191.0,644,2016,7
786,Iowa,186.0,2227.0,1,2016,7
787,Kansas,6075.0,4942.0,329,2016,7
788,Kentucky,9378.0,6615.0,534,2016,7
789,Louisiana,21637.0,12252.0,1031,2016,7
790,Maine,3426.0,3026.0,166,2016,7
791,Mariana Islands,0.0,1.0,0,2016,7
792,Maryland,3973.0,5505.0,35,2016,7
793,Massachusetts,6257.0,5108.0,439,2016,7
794,Michigan,11308.0,8095.0,239,2016,7
795,Minnesota,9743.0,9207.0,373,2016,7
796,Mississippi,10425.0,6125.0,459,2016,7
797,Missouri,20791.0,13575.0,981,2016,7
798,Montana,2894.0,3882.0,194,2016,7
799,Nebraska,93.0,1529.0,5,2016,7
800,Nevada,5194.0,3006.0,308,2016,7
801,New Hampshire,5200.0,3716.0,3,2016,7
802,New Jersey,5708.0,4155.0,0,2016,7
803,New Mexico,5380.0,3966.0,300,2016,7
804,New York,10900.0,13073.0,204,2016,7
805,North Carolina,1157.0,12487.0,215,2016,7
806,North Dakota,1333.0,2457.0,64,2016,7
807,Ohio,27876.0,17720.0,1232,2016,7
808,Oklahoma,11750.0,8792.0,752,2016,7
809,Oregon,14284.0,10507.0,0,2016,7
810,Pennsylvania,46843.0,11793.0,0,2016,7
811,Puerto Rico,1038.0,234.0,20,2016,7
812,Rhode Island,1133.0,951.0,155,2016,7
813,South Carolina,9967.0,5880.0,361,2016,7
814,South Dakota,2490.0,3004.0,135,2016,7
815,Tennessee,26276.0,16118.0,1374,2016,7
816,Texas,50499.0,34266.0,2698,2016,7
817,Utah,3381.0,3328.0,102,2016,7
818,Vermont,1293.0,1201.0,57,2016,7
819,Virgin Islands,21.0,2.0,1,2016,7
820,Virginia,24671.0,16731.0,0,2016,7
821,Washington,15652.0,11536.0,653,2016,7
822,West Virginia,6417.0,5134.0,403,2016,7
823,Wisconsin,13182.0,9870.0,38,2016,7
824,Wyoming,1619.0,1769.0,99,2016,7
825,Alabama,9146.0,7273.0,431,2016,6
826,Alaska,2987.0,3204.0,185,2016,6
827,Arizona,12942.0,8614.0,685,2016,6
828,Arkansas,5454.0,4574.0,333,2016,6
829,California,43042.0,37512.0,0,2016,6
830,Colorado,17790.0,15115.0,1061,2016,6
831,Connecticut,12011.0,3974.0,0,2016,6
832,Delaware,1842.0,1621.0,93,2016,6
833,District of Columbia,46.0,3.0,0,2016,6
834,Florida,55934.0,29501.0,2428,2016,6
835,Georgia,13307.0,7859.0,550,2016,6
836,Guam,104.0,50.0,3,2016,6
837,Hawaii,0.0,0.0,0,2016,6
838,Idaho,3445.0,4143.0,192,2016,6
839,Illinois,22277.0,12787.0,891,2016,6
840,Indiana,18307.0,11949.0,674,2016,6
841,Iowa,129.0,2004.0,8,2016,6
842,Kansas,5275.0,4447.0,306,2016,6
843,Kentucky,8703.0,6584.0,499,2016,6
844,Louisiana,12082.0,8428.0,596,2016,6
845,Maine,3433.0,2943.0,183,2016,6
846,Mariana Islands,0.0,1.0,0,2016,6
847,Maryland,4288.0,4864.0,49,2016,6
848,Massachusetts,5965.0,3404.0,241,2016,6
849,Michigan,10335.0,8282.0,227,2016,6
850,Minnesota,8880.0,9723.0,433,2016,6
851,Mississippi,7804.0,4692.0,369,2016,6
852,Missouri,18770.0,13295.0,958,2016,6
853,Montana,2968.0,4379.0,171,2016,6
854,Nebraska,107.0,1609.0,6,2016,6
855,Nevada,4949.0,3114.0,279,2016,6
856,New Hampshire,5166.0,3453.0,6,2016,6
857,New Jersey,6266.0,4294.0,0,2016,6
858,New Mexico,5336.0,4231.0,300,2016,6
859,New York,10062.0,12213.0,200,2016,6
860,North Carolina,1181.0,11749.0,223,2016,6
861,North Dakota,1312.0,2377.0,64,2016,6
862,Ohio,24397.0,17086.0,1203,2016,6
863,Oklahoma,11933.0,8811.0,802,2016,6
864,Oregon,14054.0,11400.0,0,2016,6
865,Pennsylvania,44677.0,11841.0,0,2016,6
866,Puerto Rico,1025.0,214.0,18,2016,6
867,Rhode Island,1146.0,862.0,173,2016,6
868,South Carolina,9619.0,5599.0,348,2016,6
869,South Dakota,2460.0,3139.0,143,2016,6
870,Tennessee,22476.0,15194.0,1465,2016,6
871,Texas,46816.0,33501.0,2509,2016,6
872,Utah,3433.0,3731.0,186,2016,6
873,Vermont,1240.0,1225.0,85,2016,6
874,Virgin Islands,24.0,7.0,1,2016,6
875,Virginia,20132.0,15480.0,0,2016,6
876,Washington,17040.0,13267.0,711,2016,6
877,West Virginia,6602.0,4821.0,392,2016,6
878,Wisconsin,12464.0,11144.0,70,2016,6
879,Wyoming,1638.0,2110.0,104,2016,6
880,Alabama,7903.0,5256.0,294,2016,5
881,Alaska,2582.0,2391.0,160,2016,5
882,Arizona,10994.0,6539.0,529,2016,5
883,Arkansas,4551.0,3596.0,224,2016,5
884,California,38301.0,28723.0,0,2016,5
885,Colorado,16293.0,11252.0,921,2016,5
886,Connecticut,9953.0,3362.0,0,2016,5
887,Delaware,1722.0,1121.0,57,2016,5
888,District of Columbia,47.0,6.0,0,2016,5
889,Florida,42845.0,17025.0,1506,2016,5
890,Georgia,10866.0,5510.0,420,2016,5
891,Guam,119.0,56.0,10,2016,5
892,Hawaii,0.0,0.0,0,2016,5
893,Idaho,3132.0,3323.0,167,2016,5
894,Illinois,19264.0,8686.0,598,2016,5
895,Indiana,16842.0,9264.0,543,2016,5
896,Iowa,121.0,1569.0,3,2016,5
897,Kansas,4648.0,3553.0,263,2016,5
898,Kentucky,8049.0,5244.0,414,2016,5
899,Louisiana,9561.0,5788.0,406,2016,5
900,Maine,3009.0,2464.0,141,2016,5
901,Mariana Islands,0.0,1.0,0,2016,5
902,Maryland,4099.0,4148.0,21,2016,5
903,Massachusetts,5278.0,2325.0,158,2016,5
904,Michigan,9834.0,6490.0,162,2016,5
905,Minnesota,8772.0,7638.0,340,2016,5
906,Mississippi,7005.0,3541.0,317,2016,5
907,Missouri,16909.0,10162.0,824,2016,5
908,Montana,2724.0,3881.0,175,2016,5
909,Nebraska,78.0,1277.0,5,2016,5
910,Nevada,4365.0,2329.0,225,2016,5
911,New Hampshire,4262.0,2645.0,5,2016,5
912,New Jersey,6542.0,3027.0,0,2016,5
913,New Mexico,4485.0,3269.0,224,2016,5
914,New York,10118.0,10815.0,151,2016,5
915,North Carolina,1119.0,8506.0,169,2016,5
916,North Dakota,1186.0,1798.0,48,2016,5
917,Ohio,26069.0,13219.0,973,2016,5
918,Oklahoma,10385.0,6490.0,686,2016,5
919,Oregon,12038.0,9194.0,0,2016,5
920,Pennsylvania,39963.0,8770.0,0,2016,5
921,Puerto Rico,991.0,166.0,20,2016,5
922,Rhode Island,936.0,536.0,113,2016,5
923,South Carolina,7570.0,3922.0,241,2016,5
924,South Dakota,2161.0,2666.0,151,2016,5
925,Tennessee,19232.0,10394.0,941,2016,5
926,Texas,39446.0,25424.0,1919,2016,5
927,Utah,3097.0,3067.0,162,2016,5
928,Vermont,1096.0,1026.0,58,2016,5
929,Virgin Islands,26.0,2.0,0,2016,5
930,Virginia,18183.0,10896.0,0,2016,5
931,Washington,14601.0,9033.0,504,2016,5
932,West Virginia,6099.0,4179.0,350,2016,5
933,Wisconsin,11438.0,8481.0,39,2016,5
934,Wyoming,1497.0,1671.0,89,2016,5
935,Alabama,9742.0,6977.0,412,2016,4
936,Alaska,3036.0,2777.0,176,2016,4
937,Arizona,13086.0,7278.0,538,2016,4
938,Arkansas,5334.0,4513.0,281,2016,4
939,California,41862.0,30133.0,0,2016,4
940,Colorado,17897.0,12560.0,1005,2016,4
941,Connecticut,11882.0,3936.0,0,2016,4
942,Delaware,1878.0,1313.0,62,2016,4
943,District of Columbia,55.0,3.0,0,2016,4
944,Florida,48697.0,19716.0,1596,2016,4
945,Georgia,13673.0,6764.0,443,2016,4
946,Guam,100.0,45.0,7,2016,4
947,Hawaii,0.0,0.0,0,2016,4
948,Idaho,3376.0,3720.0,157,2016,4
949,Illinois,24894.0,11132.0,870,2016,4
950,Indiana,20756.0,12137.0,637,2016,4
951,Iowa,184.0,2453.0,2,2016,4
952,Kansas,5785.0,4540.0,274,2016,4
953,Kentucky,9657.0,7070.0,481,2016,4
954,Louisiana,11703.0,6552.0,544,2016,4
955,Maine,3970.0,3254.0,178,2016,4
956,Mariana Islands,0.0,0.0,0,2016,4
957,Maryland,4294.0,4966.0,19,2016,4
958,Massachusetts,6227.0,3009.0,166,2016,4
959,Michigan,13598.0,8647.0,189,2016,4
960,Minnesota,12547.0,12295.0,469,2016,4
961,Mississippi,8765.0,4139.0,341,2016,4
962,Missouri,19787.0,12754.0,896,2016,4
963,Montana,2989.0,4388.0,201,2016,4
964,Nebraska,116.0,1650.0,5,2016,4
965,Nevada,5135.0,2793.0,255,2016,4
966,New Hampshire,5337.0,3400.0,4,2016,4
967,New Jersey,6887.0,3331.0,0,2016,4
968,New Mexico,5311.0,3967.0,236,2016,4
969,New York,11281.0,14660.0,205,2016,4
970,North Carolina,1250.0,10280.0,209,2016,4
971,North Dakota,2083.0,2791.0,113,2016,4
972,Ohio,32959.0,17664.0,1244,2016,4
973,Oklahoma,13132.0,8302.0,811,2016,4
974,Oregon,13102.0,9998.0,0,2016,4
975,Pennsylvania,51472.0,11628.0,0,2016,4
976,Puerto Rico,947.0,202.0,17,2016,4
977,Rhode Island,1149.0,746.0,138,2016,4
978,South Carolina,9617.0,4618.0,270,2016,4
979,South Dakota,2981.0,3412.0,175,2016,4
980,Tennessee,22965.0,12049.0,991,2016,4
981,Texas,45339.0,27823.0,2289,2016,4
982,Utah,3560.0,3646.0,161,2016,4
983,Vermont,1483.0,1557.0,82,2016,4
984,Virgin Islands,23.0,3.0,0,2016,4
985,Virginia,21709.0,13235.0,0,2016,4
986,Washington,15988.0,9698.0,538,2016,4
987,West Virginia,6908.0,5417.0,368,2016,4
988,Wisconsin,15693.0,13348.0,38,2016,4
989,Wyoming,1764.0,1952.0,92,2016,4
990,Alabama,14372.0,9115.0,580,2016,3
991,Alaska,3171.0,2750.0,189,2016,3
992,Arizona,14387.0,7907.0,614,2016,3
993,Arkansas,7603.0,5448.0,353,2016,3
994,California,45266.0,31454.0,0,2016,3
995,Colorado,20049.0,12776.0,1192,2016,3
996,Connecticut,13996.0,4388.0,0,2016,3
997,Delaware,2353.0,1611.0,87,2016,3
998,District of Columbia,74.0,6.0,0,2016,3
999,Florida,54164.0,22000.0,1748,2016,3
1000,Georgia,18272.0,8517.0,540,2016,3
1001,Guam,115.0,58.0,7,2016,3
1002,Hawaii,0.0,0.0,0,2016,3
1003,Idaho,3925.0,4208.0,206,2016,3
1004,Illinois,29052.0,12971.0,982,2016,3
1005,Indiana,27883.0,13485.0,826,2016,3
1006,Iowa,252.0,3012.0,2,2016,3
1007,Kansas,7683.0,5368.0,296,2016,3
1008,Kentucky,13816.0,8391.0,595,2016,3
1009,Louisiana,13738.0,7553.0,552,2016,3
1010,Maine,4725.0,3320.0,189,2016,3
1011,Mariana Islands,0.0,1.0,0,2016,3
1012,Maryland,4866.0,5363.0,13,2016,3
1013,Massachusetts,7019.0,3275.0,174,2016,3
1014,Michigan,18316.0,10145.0,223,2016,3
1015,Minnesota,13738.0,11323.0,442,2016,3
1016,Mississippi,11287.0,5697.0,369,2016,3
1017,Missouri,27030.0,15359.0,1055,2016,3
1018,Montana,3305.0,4621.0,234,2016,3
1019,Nebraska,132.0,1944.0,5,2016,3
1020,Nevada,6116.0,3062.0,295,2016,3
1021,New Hampshire,5912.0,3506.0,7,2016,3
1022,New Jersey,7346.0,3582.0,0,2016,3
1023,New Mexico,6497.0,4466.0,302,2016,3
1024,New York,12474.0,15134.0,193,2016,3
1025,North Carolina,1494.0,12263.0,197,2016,3
1026,North Dakota,1945.0,2711.0,72,2016,3
1027,Ohio,40331.0,19408.0,1459,2016,3
1028,Oklahoma,14892.0,8975.0,824,2016,3
1029,Oregon,15513.0,11510.0,0,2016,3
1030,Pennsylvania,60489.0,12299.0,0,2016,3
1031,Puerto Rico,948.0,200.0,22,2016,3
1032,Rhode Island,1411.0,858.0,153,2016,3
1033,South Carolina,12312.0,6138.0,345,2016,3
1034,South Dakota,3451.0,3588.0,174,2016,3
1035,Tennessee,27951.0,14909.0,1099,2016,3
1036,Texas,55547.0,31794.0,2444,2016,3
1037,Utah,3772.0,3883.0,186,2016,3
1038,Vermont,1941.0,1715.0,78,2016,3
1039,Virgin Islands,19.0,3.0,1,2016,3
1040,Virginia,26264.0,14622.0,0,2016,3
1041,Washington,19501.0,10947.0,615,2016,3
1042,West Virginia,9481.0,6336.0,470,2016,3
1043,Wisconsin,18439.0,14836.0,35,2016,3
1044,Wyoming,1995.0,2026.0,103,2016,3
1045,Alabama,29311.0,15054.0,1162,2016,2
1046,Alaska,3190.0,2428.0,180,2016,2
1047,Arizona,16820.0,8782.0,856,2016,2
1048,Arkansas,10532.0,7028.0,638,2016,2
1049,California,44461.0,29486.0,0,2016,2
1050,Colorado,22384.0,13355.0,1302,2016,2
1051,Connecticut,13316.0,4250.0,0,2016,2
1052,Delaware,2702.0,1633.0,94,2016,2
1053,District of Columbia,74.0,7.0,0,2016,2
1054,Florida,62770.0,25228.0,2138,2016,2
1055,Georgia,24534.0,10747.0,992,2016,2
1056,Guam,85.0,44.0,4,2016,2
1057,Hawaii,0.0,0.0,0,2016,2
1058,Idaho,4419.0,4321.0,277,2016,2
1059,Illinois,30241.0,13543.0,1035,2016,2
1060,Indiana,32373.0,14947.0,935,2016,2
1061,Iowa,279.0,2859.0,7,2016,2
1062,Kansas,9407.0,6165.0,525,2016,2
1063,Kentucky,19243.0,10414.0,1137,2016,2
1064,Louisiana,16474.0,9031.0,773,2016,2
1065,Maine,5426.0,3234.0,161,2016,2
1066,Mariana Islands,0.0,1.0,0,2016,2
1067,Maryland,4368.0,5803.0,38,2016,2
1068,Massachusetts,6253.0,2838.0,169,2016,2
1069,Michigan,19778.0,10899.0,258,2016,2
1070,Minnesota,12754.0,9635.0,400,2016,2
1071,Mississippi,15296.0,7203.0,603,2016,2
1072,Missouri,30802.0,16707.0,1455,2016,2
1073,Montana,3779.0,4151.0,325,2016,2
1074,Nebraska,154.0,2078.0,11,2016,2
1075,Nevada,6643.0,3115.0,333,2016,2
1076,New Hampshire,6798.0,3464.0,5,2016,2
1077,New Jersey,6007.0,3613.0,0,2016,2
1078,New Mexico,7455.0,5049.0,506,2016,2
1079,New York,11963.0,15324.0,203,2016,2
1080,North Carolina,1543.0,14935.0,432,2016,2
1081,North Dakota,2100.0,2419.0,85,2016,2
1082,Ohio,45459.0,20745.0,1873,2016,2
1083,Oklahoma,18984.0,10754.0,1290,2016,2
1084,Oregon,17116.0,11665.0,0,2016,2
1085,Pennsylvania,61933.0,11791.0,0,2016,2
1086,Puerto Rico,885.0,152.0,22,2016,2
1087,Rhode Island,1288.0,848.0,152,2016,2
1088,South Carolina,15746.0,6847.0,538,2016,2
1089,South Dakota,4170.0,4009.0,252,2016,2
1090,Tennessee,36439.0,18121.0,1546,2016,2
1091,Texas,72584.0,37980.0,3891,2016,2
1092,Utah,4413.0,4000.0,220,2016,2
1093,Vermont,2273.0,1681.0,86,2016,2
1094,Virgin Islands,25.0,4.0,0,2016,2
1095,Virginia,30085.0,15948.0,0,2016,2
1096,Washington,20583.0,11991.0,863,2016,2
1097,West Virginia,10746.0,7436.0,757,2016,2
1098,Wisconsin,19465.0,12431.0,62,2016,2
1099,Wyoming,2287.0,2036.0,150,2016,2
1100,Alabama,25445.0,14785.0,884,2016,1
1101,Alaska,2859.0,2245.0,164,2016,1
1102,Arizona,15745.0,8512.0,575,2016,1
1103,Arkansas,7954.0,5982.0,340,2016,1
1104,California,52139.0,32970.0,0,2016,1
1105,Colorado,23518.0,13327.0,1236,2016,1
1106,Connecticut,13096.0,4366.0,0,2016,1
1107,Delaware,2548.0,1608.0,73,2016,1
1108,District of Columbia,52.0,3.0,0,2016,1
1109,Florida,62085.0,26356.0,2036,2016,1
1110,Georgia,18236.0,9696.0,564,2016,1
1111,Guam,102.0,57.0,6,2016,1
1112,Hawaii,0.0,0.0,0,2016,1
1113,Idaho,4221.0,3820.0,156,2016,1
1114,Illinois,32112.0,12869.0,813,2016,1
1115,Indiana,29653.0,14356.0,939,2016,1
1116,Iowa,292.0,2600.0,9,2016,1
1117,Kansas,9196.0,6580.0,381,2016,1
1118,Kentucky,13847.0,7713.0,416,2016,1
1119,Louisiana,15485.0,10374.0,642,2016,1
1120,Maine,4625.0,3054.0,152,2016,1
1121,Mariana Islands,0.0,3.0,0,2016,1
1122,Maryland,3981.0,5541.0,16,2016,1
1123,Massachusetts,7211.0,3500.0,201,2016,1
1124,Michigan,17641.0,9995.0,215,2016,1
1125,Minnesota,12426.0,8624.0,414,2016,1
1126,Mississippi,10257.0,6713.0,365,2016,1
1127,Missouri,28980.0,15693.0,955,2016,1
1128,Montana,3354.0,3574.0,205,2016,1
1129,Nebraska,179.0,2256.0,13,2016,1
1130,Nevada,6064.0,2835.0,257,2016,1
1131,New Hampshire,7146.0,3591.0,4,2016,1
1132,New Jersey,4520.0,4005.0,0,2016,1
1133,New Mexico,5921.0,4206.0,288,2016,1
1134,New York,12020.0,15461.0,200,2016,1
1135,North Carolina,1350.0,12950.0,178,2016,1
1136,North Dakota,2159.0,2554.0,81,2016,1
1137,Ohio,38028.0,18613.0,1322,2016,1
1138,Oklahoma,18688.0,10863.0,889,2016,1
1139,Oregon,15930.0,10403.0,0,2016,1
