,state,handgun,long_gun,multiple,year,month
3204,Illinois,16845.0,22364.0,1150,2012,11
3205,Indiana,17383.0,24331.0,877,2012,11
3206,Iowa,157.0,7217.0,3,2012,11
3207,Kansas,8330.0,12794.0,573,2012,11
3208,Kentucky,10571.0,17789.0,797,2012,11
3209,Louisiana,11882.0,22676.0,782,2012,11
3210,Maine,3024.0,5425.0,224,2012,11
3211,Mariana Islands,0.0,0.0,0,2012,11
3212,Maryland,7141.0,9488.0,22,2012,11
3213,Massachusetts,4870.0,4149.0,199,2012,11
3214,Michigan,1453.0,22403.0,38,2012,11
3215,Minnesota,8820.0,15392.0,392,2012,11
3216,Mississippi,6880.0,18507.0,488,2012,11
3217,Missouri,19943.0,27029.0,1151,2012,11
3218,Montana,3127.0,5926.0,247,2012,11
3219,Nebraska,128.0,5162.0,6,2012,11
3220,Nevada,5795.0,5961.0,486,2012,11
3221,New Hampshire,4740.0,4934.0,3,2012,11
3222,New Jersey,3647.0,5013.0,0,2012,11
3223,New Mexico,5038.0,6492.0,327,2012,11
3224,New York,6692.0,28126.0,164,2012,11
3225,North Carolina,798.0,27342.0,218,2012,11
3226,North Dakota,1704.0,4810.0,112,2012,11
3227,Ohio,32230.0,36389.0,1726,2012,11
3228,Oklahoma,16850.0,20102.0,1134,2012,11
3229,Oregon,12059.0,15041.0,0,2012,11
3230,Pennsylvania,50.0,78231.0,0,2012,11
3231,Puerto Rico,1063.0,172.0,22,2012,11
3232,Rhode Island,1028.0,1224.0,202,2012,11
3233,South Carolina,10098.0,12015.0,453,2012,11
3234,South Dakota,2663.0,6767.0,191,2012,11
3235,Tennessee,22221.0,28279.0,1158,2012,11
3236,Texas,52840.0,64903.0,3256,2012,11
3237,Utah,4720.0,7559.0,220,2012,11
3238,Vermont,1096.0,1994.0,65,2012,11
3239,Virgin Islands,15.0,7.0,2,2012,11
3240,Virginia,22826.0,28382.0,0,2012,11
3241,Washington,17319.0,18004.0,625,2012,11
3242,West Virginia,6753.0,14321.0,497,2012,11
3243,Wisconsin,14976.0,20715.0,33,2012,11
3244,Wyoming,2360.0,3136.0,159,2012,11
3245,Alabama,12104.0,14698.0,698,2012,10
3246,Alaska,3453.0,4010.0,247,2012,10
3247,Arizona,9272.0,7918.0,485,2012,10
3248,Arkansas,4520.0,9560.0,363,2012,10
3249,California,28860.0,30305.0,0,2012,10
3250,Colorado,14356.0,15055.0,947,2012,10
3251,Connecticut,4725.0,4865.0,0,2012,10
3252,Delaware,1171.0,1235.0,44,2012,10
3253,District of Columbia,50.0,3.0,0,2012,10
3254,Florida,35686.0,23640.0,1634,2012,10
3255,Georgia,9597.0,12258.0,595,2012,10
3256,Guam,34.0,42.0,1,2012,10
3257,Hawaii,0.0,0.0,0,2012,10
3258,Idaho,2226.0,5153.0,161,2012,10
3259,Illinois,13118.0,15029.0,718,2012,10
3260,Indiana,14083.0,15844.0,577,2012,10
3261,Iowa,128.0,4538.0,10,2012,10
3262,Kansas,5721.0,7612.0,345,2012,10
3263,Kentucky,8226.0,11474.0,594,2012,10
3264,Louisiana,9056.0,16181.0,508,2012,10
3265,Maine,2684.0,6431.0,170,2012,10
3266,Mariana Islands,0.0,1.0,0,2012,10
3267,Maryland,5491.0,5835.0,14,2012,10
3268,Massachusetts,4609.0,3111.0,159,2012,10
3269,Michigan,1313.0,15585.0,32,2012,10
3270,Minnesota,7752.0,20598.0,362,2012,10
3271,Mississippi,4859.0,10027.0,329,2012,10
3272,Missouri,15628.0,20116.0,865,2012,10
3273,Montana,2662.0,6824.0,235,2012,10
3274,Nebraska,88.0,3579.0,0,2012,10
3275,Nevada,4404.0,3703.0,366,2012,10
3276,New Hampshire,3740.0,4058.0,3,2012,10
3277,New Jersey,3393.0,3228.0,0,2012,10
3278,New Mexico,4238.0,4644.0,229,2012,10
3279,New York,6546.0,21226.0,143,2012,10
3280,North Carolina,788.0,16214.0,210,2012,10
3281,North Dakota,1559.0,6165.0,104,2012,10
3282,Ohio,23729.0,21397.0,1121,2012,10
3283,Oklahoma,10986.0,12235.0,936,2012,10
3284,Oregon,9513.0,10440.0,0,2012,10
3285,Pennsylvania,29.0,58116.0,0,2012,10
3286,Puerto Rico,1126.0,176.0,22,2012,10
3287,Rhode Island,879.0,853.0,145,2012,10
3288,South Carolina,7498.0,7606.0,385,2012,10
3289,South Dakota,2144.0,7113.0,162,2012,10
3290,Tennessee,16835.0,16902.0,828,2012,10
3291,Texas,37556.0,44643.0,2351,2012,10
3292,Utah,2418.0,4257.0,175,2012,10
3293,Vermont,1061.0,2033.0,40,2012,10
3294,Virgin Islands,26.0,8.0,2,2012,10
3295,Virginia,16759.0,17809.0,0,2012,10
3296,Washington,13645.0,13258.0,515,2012,10
3297,West Virginia,5692.0,9496.0,448,2012,10
3298,Wisconsin,12674.0,18015.0,21,2012,10
3299,Wyoming,1550.0,2439.0,91,2012,10
3300,Alabama,10831.0,12511.0,577,2012,9
3301,Alaska,2338.0,3131.0,150,2012,9
3302,Arizona,9685.0,7771.0,489,2012,9
3303,Arkansas,4717.0,7672.0,359,2012,9
3304,California,26752.0,29344.0,0,2012,9
3305,Colorado,13865.0,13590.0,823,2012,9
3306,Connecticut,4440.0,4025.0,0,2012,9
3307,Delaware,1097.0,973.0,39,2012,9
3308,District of Columbia,28.0,1.0,1,2012,9
3309,Florida,33996.0,20479.0,1495,2012,9
3310,Georgia,9188.0,9206.0,451,2012,9
3311,Guam,30.0,33.0,5,2012,9
3312,Hawaii,0.0,0.0,0,2012,9
3313,Idaho,2439.0,4728.0,169,2012,9
3314,Illinois,11788.0,12727.0,771,2012,9
3315,Indiana,12916.0,12873.0,513,2012,9
3316,Iowa,81.0,3379.0,4,2012,9
3317,Kansas,5147.0,6172.0,306,2012,9
3318,Kentucky,7850.0,9397.0,584,2012,9
3319,Louisiana,11017.0,16304.0,669,2012,9
3320,Maine,2838.0,5155.0,176,2012,9
3321,Mariana Islands,0.0,0.0,0,2012,9
3322,Maryland,4569.0,4704.0,10,2012,9
3323,Massachusetts,4108.0,2536.0,138,2012,9
3324,Michigan,1039.0,14424.0,25,2012,9
3325,Minnesota,7119.0,16723.0,314,2012,9
3326,Mississippi,4532.0,7018.0,317,2012,9
3327,Missouri,15282.0,15154.0,776,2012,9
3328,Montana,2673.0,5512.0,254,2012,9
3329,Nebraska,80.0,2506.0,3,2012,9
3330,Nevada,4325.0,3638.0,296,2012,9
3331,New Hampshire,3837.0,3776.0,1,2012,9
3332,New Jersey,3487.0,2801.0,0,2012,9
3333,New Mexico,4034.0,4265.0,213,2012,9
3334,New York,5784.0,19289.0,114,2012,9
3335,North Carolina,662.0,13039.0,173,2012,9
3336,North Dakota,1435.0,4176.0,89,2012,9
3337,Ohio,22700.0,18049.0,1188,2012,9
3338,Oklahoma,10048.0,10635.0,800,2012,9
3339,Oregon,9240.0,10918.0,0,2012,9
3340,Pennsylvania,27.0,53559.0,0,2012,9
3341,Puerto Rico,931.0,186.0,23,2012,9
3342,Rhode Island,821.0,791.0,139,2012,9
3343,South Carolina,6784.0,6071.0,242,2012,9
3344,South Dakota,2033.0,4472.0,116,2012,9
3345,Tennessee,15153.0,14344.0,722,2012,9
3346,Texas,36471.0,45464.0,2115,2012,9
3347,Utah,2559.0,3815.0,175,2012,9
3348,Vermont,1128.0,1774.0,56,2012,9
3349,Virgin Islands,34.0,6.0,0,2012,9
3350,Virginia,17365.0,15658.0,0,2012,9
3351,Washington,12209.0,11217.0,492,2012,9
3352,West Virginia,5746.0,8041.0,373,2012,9
3353,Wisconsin,11137.0,14610.0,24,2012,9
3354,Wyoming,1599.0,2408.0,90,2012,9
3355,Alabama,13805.0,12264.0,750,2012,8
3356,Alaska,2881.0,3703.0,200,2012,8
3357,Arizona,10858.0,8157.0,494,2012,8
3358,Arkansas,4935.0,6330.0,329,2012,8
3359,California,29494.0,31911.0,0,2012,8
3360,Colorado,15970.0,13345.0,895,2012,8
3361,Connecticut,4776.0,3816.0,0,2012,8
3362,Delaware,1198.0,980.0,42,2012,8
3363,District of Columbia,37.0,3.0,0,2012,8
3364,Florida,37184.0,20301.0,1558,2012,8
3365,Georgia,10610.0,9326.0,476,2012,8
3366,Guam,39.0,36.0,2,2012,8
3367,Hawaii,0.0,0.0,0,2012,8
3368,Idaho,2571.0,4123.0,176,2012,8
3369,Illinois,12980.0,14054.0,655,2012,8
3370,Indiana,13991.0,12638.0,509,2012,8
3371,Iowa,82.0,2810.0,3,2012,8
3372,Kansas,5923.0,6423.0,382,2012,8
3373,Kentucky,8244.0,8463.0,685,2012,8
3374,Louisiana,9985.0,11956.0,555,2012,8
3375,Maine,2833.0,3623.0,153,2012,8
3376,Mariana Islands,0.0,0.0,0,2012,8
3377,Maryland,5534.0,4683.0,20,2012,8
3378,Massachusetts,4616.0,2689.0,192,2012,8
3379,Michigan,1179.0,11769.0,32,2012,8
3380,Minnesota,7738.0,12588.0,329,2012,8
3381,Mississippi,5764.0,7545.0,366,2012,8
3382,Missouri,16799.0,15229.0,819,2012,8
3383,Montana,3047.0,4567.0,278,2012,8
3384,Nebraska,91.0,2335.0,4,2012,8
3385,Nevada,4693.0,3576.0,324,2012,8
3386,New Hampshire,3890.0,3151.0,1,2012,8
3387,New Jersey,3918.0,3039.0,0,2012,8
3388,New Mexico,4661.0,4097.0,281,2012,8
3389,New York,6177.0,14572.0,121,2012,8
3390,North Carolina,663.0,13545.0,216,2012,8
3391,North Dakota,1532.0,3269.0,79,2012,8
3392,Ohio,23175.0,16601.0,1009,2012,8
3393,Oklahoma,12054.0,10903.0,850,2012,8
3394,Oregon,9485.0,8795.0,0,2012,8
3395,Pennsylvania,44.0,72106.0,0,2012,8
3396,Puerto Rico,1053.0,285.0,33,2012,8
3397,Rhode Island,771.0,744.0,130,2012,8
3398,South Carolina,7592.0,6331.0,281,2012,8
3399,South Dakota,2131.0,3794.0,139,2012,8
3400,Tennessee,17328.0,15654.0,753,2012,8
3401,Texas,40131.0,44238.0,2235,2012,8
3402,Utah,2746.0,3221.0,158,2012,8
3403,Vermont,1073.0,1258.0,45,2012,8
3404,Virgin Islands,31.0,7.0,0,2012,8
3405,Virginia,17146.0,14148.0,0,2012,8
3406,Washington,13652.0,10437.0,474,2012,8
3407,West Virginia,6099.0,6846.0,410,2012,8
3408,Wisconsin,11551.0,11991.0,13,2012,8
3409,Wyoming,1813.0,2131.0,104,2012,8
3410,Alabama,12182.0,9921.0,567,2012,7
3411,Alaska,2555.0,2737.0,148,2012,7
3412,Arizona,9696.0,6340.0,430,2012,7
3413,Arkansas,4346.0,4738.0,265,2012,7
3414,California,26313.0,27530.0,0,2012,7
3415,Colorado,13433.0,10672.0,752,2012,7
3416,Connecticut,4099.0,2942.0,0,2012,7
3417,Delaware,1031.0,802.0,35,2012,7
3418,District of Columbia,41.0,0.0,0,2012,7
3419,Florida,34543.0,17864.0,1327,2012,7
3420,Georgia,9216.0,6776.0,458,2012,7
3421,Guam,32.0,27.0,2,2012,7
3422,Hawaii,0.0,0.0,0,2012,7
3423,Idaho,2052.0,2972.0,164,2012,7
3424,Illinois,11401.0,9755.0,592,2012,7
3425,Indiana,11809.0,9380.0,440,2012,7
3426,Iowa,73.0,2036.0,2,2012,7
3427,Kansas,5192.0,4622.0,306,2012,7
3428,Kentucky,7523.0,6566.0,500,2012,7
3429,Louisiana,8963.0,8184.0,393,2012,7
3430,Maine,2231.0,2681.0,105,2012,7
3431,Mariana Islands,0.0,0.0,0,2012,7
3432,Maryland,4558.0,3668.0,9,2012,7
3433,Massachusetts,3734.0,1973.0,148,2012,7
3434,Michigan,1026.0,8053.0,23,2012,7
3435,Minnesota,6424.0,7588.0,187,2012,7
3436,Mississippi,4557.0,4712.0,260,2012,7
3437,Missouri,13903.0,10796.0,623,2012,7
3438,Montana,2532.0,3400.0,194,2012,7
3439,Nebraska,73.0,1595.0,2,2012,7
3440,Nevada,4086.0,3108.0,280,2012,7
3441,New Hampshire,3350.0,2598.0,0,2012,7
3442,New Jersey,3759.0,2504.0,0,2012,7
3443,New Mexico,3853.0,3378.0,211,2012,7
3444,New York,6002.0,11448.0,86,2012,7
3445,North Carolina,653.0,9311.0,179,2012,7
3446,North Dakota,1273.0,2344.0,51,2012,7
3447,Ohio,20677.0,13904.0,839,2012,7
3448,Oklahoma,10487.0,7960.0,615,2012,7
3449,Oregon,8707.0,7660.0,0,2012,7
3450,Pennsylvania,40.0,63868.0,0,2012,7
3451,Puerto Rico,962.0,208.0,29,2012,7
3452,Rhode Island,763.0,622.0,84,2012,7
3453,South Carolina,6315.0,4318.0,218,2012,7
3454,South Dakota,1693.0,2627.0,105,2012,7
3455,Tennessee,15308.0,11123.0,673,2012,7
3456,Texas,35783.0,29918.0,1838,2012,7
3457,Utah,2227.0,2623.0,105,2012,7
3458,Vermont,985.0,1019.0,32,2012,7
3459,Virgin Islands,25.0,8.0,1,2012,7
3460,Virginia,17361.0,12028.0,0,2012,7
3461,Washington,12532.0,9007.0,418,2012,7
3462,West Virginia,4976.0,4724.0,306,2012,7
3463,Wisconsin,10575.0,7702.0,14,2012,7
3464,Wyoming,1413.0,1653.0,78,2012,7
3465,Alabama,11540.0,9390.0,558,2012,6
3466,Alaska,2783.0,2756.0,179,2012,6
3467,Arizona,8893.0,6121.0,428,2012,6
3468,Arkansas,4158.0,4241.0,293,2012,6
3469,California,26514.0,27427.0,0,2012,6
3470,Colorado,11986.0,10435.0,663,2012,6
3471,Connecticut,4452.0,3178.0,0,2012,6
3472,Delaware,925.0,748.0,39,2012,6
3473,District of Columbia,18.0,2.0,0,2012,6
3474,Florida,33679.0,17828.0,1302,2012,6
3475,Georgia,9085.0,6591.0,420,2012,6
3476,Guam,43.0,33.0,2,2012,6
3477,Hawaii,0.0,0.0,0,2012,6
3478,Idaho,2280.0,3426.0,116,2012,6
3479,Illinois,11820.0,10114.0,584,2012,6
3480,Indiana,12193.0,9656.0,371,2012,6
3481,Iowa,72.0,2177.0,1,2012,6
3482,Kansas,4655.0,4532.0,277,2012,6
3483,Kentucky,7304.0,6699.0,448,2012,6
3484,Louisiana,8801.0,7345.0,368,2012,6
3485,Maine,2420.0,2710.0,112,2012,6
3486,Mariana Islands,0.0,1.0,0,2012,6
3487,Maryland,4118.0,3729.0,15,2012,6
3488,Massachusetts,3896.0,2244.0,115,2012,6
3489,Michigan,1083.0,7942.0,26,2012,6
3490,Minnesota,6576.0,7472.0,217,2012,6
3491,Mississippi,4542.0,4153.0,205,2012,6
3492,Missouri,14002.0,10593.0,637,2012,6
3493,Montana,2878.0,3956.0,221,2012,6
3494,Nebraska,70.0,1749.0,5,2012,6
3495,Nevada,4141.0,3310.0,263,2012,6
3496,New Hampshire,3132.0,2691.0,0,2012,6
3497,New Jersey,4070.0,2484.0,0,2012,6
3498,New Mexico,4166.0,3562.0,309,2012,6
3499,New York,5894.0,11424.0,100,2012,6
3500,North Carolina,650.0,9506.0,179,2012,6
3501,North Dakota,1328.0,2498.0,58,2012,6
3502,Ohio,20125.0,14019.0,830,2012,6
3503,Oklahoma,10167.0,7651.0,673,2012,6
3504,Oregon,9096.0,8210.0,0,2012,6
3505,Pennsylvania,53.0,60185.0,0,2012,6
3506,Puerto Rico,1027.0,205.0,17,2012,6
3507,Rhode Island,740.0,601.0,108,2012,6
3508,South Carolina,6625.0,4286.0,238,2012,6
3509,South Dakota,1599.0,2530.0,93,2012,6
3510,Tennessee,14810.0,10732.0,631,2012,6
3511,Texas,34768.0,28889.0,1727,2012,6
3512,Utah,2411.0,2967.0,117,2012,6
3513,Vermont,1005.0,975.0,37,2012,6
3514,Virgin Islands,30.0,8.0,0,2012,6
3515,Virginia,14451.0,10979.0,0,2012,6
3516,Washington,13288.0,10506.0,434,2012,6
3517,West Virginia,4691.0,4743.0,335,2012,6
3518,Wisconsin,9771.0,7465.0,14,2012,6
3519,Wyoming,1612.0,1739.0,88,2012,6
3520,Alabama,11097.0,8917.0,493,2012,5
3521,Alaska,2938.0,3077.0,193,2012,5
3522,Arizona,9374.0,6136.0,394,2012,5
3523,Arkansas,4128.0,4107.0,239,2012,5
3524,California,27699.0,27093.0,0,2012,5
3525,Colorado,12175.0,10380.0,651,2012,5
3526,Connecticut,4529.0,3187.0,0,2012,5
3527,Delaware,1020.0,733.0,44,2012,5
3528,District of Columbia,26.0,0.0,0,2012,5
3529,Florida,33310.0,17547.0,1237,2012,5
3530,Georgia,8851.0,6254.0,365,2012,5
3531,Guam,21.0,26.0,4,2012,5
3532,Hawaii,0.0,0.0,0,2012,5
3533,Idaho,2322.0,3293.0,136,2012,5
3534,Illinois,11987.0,9817.0,561,2012,5
3535,Indiana,11816.0,9152.0,432,2012,5
3536,Iowa,72.0,1916.0,3,2012,5
3537,Kansas,4819.0,4442.0,271,2012,5
3538,Kentucky,6851.0,6038.0,452,2012,5
3539,Louisiana,7898.0,6675.0,322,2012,5
3540,Maine,2574.0,2766.0,135,2012,5
3541,Mariana Islands,0.0,1.0,0,2012,5
3542,Maryland,5249.0,3609.0,14,2012,5
3543,Massachusetts,4023.0,2152.0,129,2012,5
3544,Michigan,1137.0,8249.0,28,2012,5
3545,Minnesota,7335.0,7792.0,288,2012,5
3546,Mississippi,4740.0,3882.0,239,2012,5
3547,Missouri,13959.0,10395.0,624,2012,5
3548,Montana,2763.0,3990.0,178,2012,5
3549,Nebraska,85.0,1610.0,5,2012,5
3550,Nevada,4576.0,3268.0,298,2012,5
3551,New Hampshire,3518.0,2797.0,1,2012,5
3552,New Jersey,4263.0,2498.0,0,2012,5
3553,New Mexico,4058.0,3474.0,180,2012,5
3554,New York,6541.0,12175.0,112,2012,5
3555,North Carolina,625.0,9359.0,172,2012,5
3556,North Dakota,1512.0,2547.0,56,2012,5
3557,Ohio,20446.0,13211.0,810,2012,5
3558,Oklahoma,10357.0,7173.0,637,2012,5
3559,Oregon,8652.0,8245.0,0,2012,5
3560,Pennsylvania,36.0,62046.0,0,2012,5
3561,Puerto Rico,1068.0,198.0,28,2012,5
3562,Rhode Island,841.0,680.0,119,2012,5
3563,South Carolina,7126.0,3983.0,215,2012,5
3564,South Dakota,1819.0,2508.0,113,2012,5
3565,Tennessee,14337.0,9980.0,555,2012,5
3566,Texas,34541.0,28197.0,1707,2012,5
3567,Utah,2430.0,2967.0,138,2012,5
3568,Vermont,995.0,1122.0,40,2012,5
3569,Virgin Islands,41.0,3.0,1,2012,5
3570,Virginia,14213.0,10795.0,0,2012,5
3571,Washington,13651.0,9650.0,411,2012,5
3572,West Virginia,5025.0,4748.0,342,2012,5
3573,Wisconsin,10997.0,8077.0,13,2012,5
3574,Wyoming,1780.0,1830.0,82,2012,5
3575,Alabama,11518.0,9586.0,536,2012,4
3576,Alaska,3274.0,3427.0,177,2012,4
3577,Arizona,10656.0,6984.0,430,2012,4
3578,Arkansas,4299.0,4209.0,251,2012,4
3579,California,29500.0,30211.0,0,2012,4
3580,Colorado,12909.0,11210.0,713,2012,4
3581,Connecticut,4895.0,3659.0,0,2012,4
3582,Delaware,1096.0,839.0,39,2012,4
3583,District of Columbia,27.0,1.0,1,2012,4
3584,Florida,34847.0,18257.0,1336,2012,4
3585,Georgia,9481.0,6670.0,401,2012,4
3586,Guam,26.0,38.0,3,2012,4
3587,Hawaii,0.0,0.0,0,2012,4
3588,Idaho,2509.0,3720.0,120,2012,4
3589,Illinois,14524.0,11497.0,685,2012,4
3590,Indiana,13520.0,10411.0,473,2012,4
3591,Iowa,116.0,2712.0,8,2012,4
3592,Kansas,5453.0,4948.0,309,2012,4
3593,Kentucky,7521.0,7238.0,458,2012,4
3594,Louisiana,8397.0,6858.0,330,2012,4
3595,Maine,3191.0,3070.0,140,2012,4
3596,Mariana Islands,0.0,2.0,0,2012,4
3597,Maryland,5555.0,4361.0,14,2012,4
3598,Massachusetts,4231.0,2670.0,134,2012,4
3599,Michigan,1314.0,10018.0,26,2012,4
3600,Minnesota,9004.0,10769.0,332,2012,4
3601,Mississippi,4656.0,4067.0,210,2012,4
3602,Missouri,15210.0,12050.0,680,2012,4
3603,Montana,3097.0,4180.0,188,2012,4
3604,Nebraska,72.0,1934.0,2,2012,4
3605,Nevada,4683.0,3846.0,342,2012,4
3606,New Hampshire,4066.0,3128.0,0,2012,4
3607,New Jersey,4047.0,2685.0,0,2012,4
3608,New Mexico,4246.0,3779.0,174,2012,4
3609,New York,6768.0,15285.0,132,2012,4
3610,North Carolina,595.0,10061.0,138,2012,4
3611,North Dakota,1956.0,3032.0,69,2012,4
3612,Ohio,25352.0,15717.0,1038,2012,4
3613,Oklahoma,10982.0,8339.0,678,2012,4
3614,Oregon,10426.0,9978.0,0,2012,4
3615,Pennsylvania,29.0,71424.0,0,2012,4
3616,Puerto Rico,980.0,152.0,27,2012,4
3617,Rhode Island,953.0,720.0,116,2012,4
3618,South Carolina,7911.0,4404.0,230,2012,4
3619,South Dakota,2122.0,2937.0,167,2012,4
3620,Tennessee,15736.0,10927.0,617,2012,4
3621,Texas,36296.0,28840.0,1752,2012,4
3622,Utah,2968.0,3317.0,141,2012,4
3623,Vermont,1321.0,1468.0,46,2012,4
3624,Virgin Islands,25.0,1.0,1,2012,4
3625,Virginia,17649.0,12196.0,0,2012,4
3626,Washington,14790.0,11022.0,460,2012,4
3627,West Virginia,5629.0,5942.0,345,2012,4
3628,Wisconsin,14046.0,11444.0,12,2012,4
3629,Wyoming,1786.0,1974.0,95,2012,4
3630,Alabama,15995.0,12285.0,789,2012,3
3631,Alaska,3047.0,3112.0,181,2012,3
3632,Arizona,13484.0,9115.0,592,2012,3
3633,Arkansas,6928.0,6170.0,353,2012,3
3634,California,36137.0,38797.0,0,2012,3
3635,Colorado,16271.0,14039.0,952,2012,3
3636,Connecticut,6139.0,4498.0,0,2012,3
3637,Delaware,1350.0,1057.0,41,2012,3
3638,District of Columbia,34.0,0.0,0,2012,3
3639,Florida,41823.0,21504.0,1514,2012,3
3640,Georgia,14631.0,9607.0,601,2012,3
3641,Guam,30.0,36.0,3,2012,3
3642,Hawaii,0.0,0.0,0,2012,3
3643,Idaho,3474.0,5160.0,167,2012,3
3644,Illinois,17725.0,14376.0,775,2012,3
3645,Indiana,18763.0,13250.0,555,2012,3
3646,Iowa,162.0,3926.0,5,2012,3
3647,Kansas,8582.0,7394.0,331,2012,3
3648,Kentucky,11306.0,9638.0,611,2012,3
3649,Louisiana,11125.0,8996.0,459,2012,3
3650,Maine,4007.0,3768.0,202,2012,3
3651,Mariana Islands,0.0,0.0,0,2012,3
3652,Maryland,6244.0,5099.0,17,2012,3
3653,Massachusetts,5410.0,3128.0,149,2012,3
3654,Michigan,1575.0,12952.0,39,2012,3
3655,Minnesota,10954.0,12722.0,359,2012,3
3656,Mississippi,6661.0,5848.0,278,2012,3
3657,Missouri,20609.0,15430.0,791,2012,3
3658,Montana,3784.0,4832.0,227,2012,3
3659,Nebraska,124.0,2542.0,3,2012,3
3660,Nevada,5913.0,4642.0,380,2012,3
3661,New Hampshire,4593.0,3402.0,1,2012,3
3662,New Jersey,4266.0,3154.0,0,2012,3
3663,New Mexico,5722.0,5160.0,279,2012,3
3664,New York,8068.0,17056.0,128,2012,3
3665,North Carolina,746.0,12962.0,169,2012,3
3666,North Dakota,2657.0,3621.0,98,2012,3
3667,Ohio,33749.0,19245.0,1146,2012,3
3668,Oklahoma,14529.0,10953.0,786,2012,3
3669,Oregon,12906.0,12430.0,0,2012,3
3670,Pennsylvania,64.0,92661.0,0,2012,3
3671,Puerto Rico,1249.0,187.0,27,2012,3
3672,Rhode Island,1167.0,934.0,120,2012,3
3673,South Carolina,11548.0,6054.0,298,2012,3
3674,South Dakota,2847.0,3863.0,149,2012,3
3675,Tennessee,19732.0,14661.0,757,2012,3
3676,Texas,47874.0,37409.0,2216,2012,3
3677,Utah,4131.0,4265.0,171,2012,3
3678,Vermont,1679.0,1776.0,78,2012,3
3679,Virgin Islands,15.0,1.0,1,2012,3
3680,Virginia,21304.0,14545.0,0,2012,3
3681,Washington,17010.0,12812.0,578,2012,3
3682,West Virginia,7815.0,7501.0,418,2012,3
3683,Wisconsin,17351.0,14968.0,20,2012,3
3684,Wyoming,2352.0,2485.0,111,2012,3
3685,Alabama,18348.0,13565.0,988,2012,2
3686,Alaska,2622.0,2353.0,179,2012,2
3687,Arizona,14082.0,8959.0,678,2012,2
3688,Arkansas,8513.0,7724.0,619,2012,2
3689,California,30902.0,31877.0,0,2012,2
3690,Colorado,17069.0,14133.0,1094,2012,2
3691,Connecticut,5957.0,4073.0,0,2012,2
3692,Delaware,1463.0,950.0,55,2012,2
3693,District of Columbia,36.0,2.0,1,2012,2
3694,Florida,43744.0,22852.0,1817,2012,2
3695,Georgia,18514.0,11296.0,908,2012,2
3696,Guam,43.0,41.0,2,2012,2
3697,Hawaii,0.0,0.0,0,2012,2
3698,Idaho,3273.0,4340.0,250,2012,2
3699,Illinois,17750.0,14271.0,896,2012,2
3700,Indiana,19808.0,14257.0,714,2012,2
3701,Iowa,153.0,3884.0,10,2012,2
3702,Kansas,8293.0,7353.0,564,2012,2
3703,Kentucky,14498.0,11882.0,1136,2012,2
3704,Louisiana,12534.0,9441.0,580,2012,2
3705,Maine,3446.0,3473.0,170,2012,2
3706,Mariana Islands,0.0,0.0,0,2012,2
3707,Maryland,6192.0,5519.0,19,2012,2
3708,Massachusetts,4431.0,2478.0,142,2012,2
3709,Michigan,1492.0,12631.0,60,2012,2
3710,Minnesota,9320.0,9761.0,324,2012,2
3711,Mississippi,8447.0,7201.0,468,2012,2
3712,Missouri,23012.0,16630.0,1139,2012,2
3713,Montana,3705.0,4128.0,322,2012,2
3714,Nebraska,96.0,2418.0,7,2012,2
3715,Nevada,5623.0,3881.0,405,2012,2
3716,New Hampshire,4297.0,3128.0,6,2012,2
3717,New Jersey,3556.0,2862.0,0,2012,2
3718,New Mexico,5702.0,4863.0,371,2012,2
3719,New York,8269.0,17120.0,122,2012,2
3720,North Carolina,857.0,16115.0,419,2012,2
3721,North Dakota,2569.0,3031.0,98,2012,2
3722,Ohio,35526.0,19840.0,1576,2012,2
3723,Oklahoma,15562.0,11793.0,1128,2012,2
3724,Oregon,12089.0,11200.0,0,2012,2
3725,Pennsylvania,67.0,89116.0,0,2012,2
3726,Puerto Rico,1123.0,178.0,19,2012,2
3727,Rhode Island,1142.0,793.0,115,2012,2
3728,South Carolina,15798.0,7433.0,448,2012,2
3729,South Dakota,2818.0,3739.0,156,2012,2
3730,Tennessee,25658.0,17153.0,1103,2012,2
3731,Texas,54703.0,40563.0,3175,2012,2
3732,Utah,3561.0,3811.0,202,2012,2
3733,Vermont,1602.0,1501.0,51,2012,2
3734,Virgin Islands,33.0,4.0,1,2012,2
3735,Virginia,24439.0,15704.0,0,2012,2
3736,Washington,16266.0,11830.0,663,2012,2
3737,West Virginia,8774.0,8171.0,674,2012,2
3738,Wisconsin,18262.0,11969.0,27,2012,2
3739,Wyoming,2094.0,2124.0,145,2012,2
3740,Alabama,11998.0,11176.0,501,2012,1
3741,Alaska,1645.0,1713.0,102,2012,1
3742,Arizona,9570.0,6969.0,421,2012,1
3743,Arkansas,4886.0,5554.0,318,2012,1
3744,California,25812.0,25757.0,0,2012,1
3745,Colorado,13711.0,11801.0,1930,2012,1
3746,Connecticut,4894.0,3904.0,0,2012,1
3747,Delaware,1168.0,820.0,40,2012,1
3748,District of Columbia,43.0,2.0,0,2012,1
3749,Florida,34951.0,18761.0,1402,2012,1
3750,Georgia,10796.0,8258.0,457,2012,1
3751,Guam,29.0,42.0,4,2012,1
3752,Hawaii,2.0,2.0,2,2012,1
3753,Idaho,2368.0,3491.0,154,2012,1
3754,Illinois,13424.0,11581.0,607,2012,1
3755,Indiana,14224.0,10574.0,468,2012,1
3756,Iowa,142.0,3006.0,4,2012,1
